# gals field z mass r_edge sigma_edge re n ar pa
5104 goodsn 0.4099 18430947615.330803 14.5 3.193461938826257 0.417666 1.9846 0.725 35.0
5195 goodsn 0.979 153058119696.13144 19.5 13.251398468772702 0.682896 4.9473 0.75 -1.0
5260 goodsn 0.97 51187691055.71986 13.5 14.203771067906683 0.73215 3.0347 0.75 10.0
5656 goodsn 0.507 52421925700.96439 25.5 4.110602833398467 1.08663 2.1127 0.3345 -35.3292
6005 goodsn 0.568 24819964696.32009 9.5 25.66012731674815 0.486468 1.8622 0.3119 -16.6795
6027 goodsn 0.423 8825427316.262669 14.5 0.8885223402897301 0.654132 1.4942 0.26 30.0
6051 goodsn 0.4089 45859070224.868225 19.5 1.947796173019604 0.407892 3.9347 0.1 -22.5
6065 goodsn 0.5178 20469522534.010532 8.5 10.692520216714275 0.20034 1.7534 0.3646 -72.2817
6166 goodsn 0.638 59649155205.79481 12.5 14.192424182130416 0.620736 1.7592 0.9 -35.0
6273 goodsn 1.014 113547104875.04312 14.0 24.08483383509181 0.767544 5.2842 0.23 79.6326
6323 goodsn 0.5594 30501495672.41623 10.5 9.784168658174414 0.382362 1.1357 0.4305 48.0429
6379 goodsn 0.7482 49679176422.80107 9.5 20.26690172150353 0.35316 6.1182 0.9793 -71.3665
6537 goodsn 0.9447 69471734703.70078 7.5 31.355600855954556 0.275388 1.9198 0.9274 -63.8452
6642 goodsn 0.938 103932764947.7136 15.5 8.096175991858543 0.609852 1.1427 0.75 60.0
6645 goodsn 0.9029 256102492851.84183 18.5 28.407999708849964 0.352254 3.0851 0.523 78.6558
6916 goodsn 0.8040000200271606 19017890470.63933 6.5 24.127186135389966 0.230814 1.0939 0.452 67.5171
7291 goodsn 0.8429 101864763009.09163 10.5 51.53129918403468 0.192306 3.4025 0.5423 79.7528
7343 goodsn 0.9837999939918518 14657501437.675264 7.5 30.12505891525702 0.451788 1.0723 0.3526 -56.6259
7808 goodsn 0.788 29366835297.634148 20.5 3.105204490967026 0.768114 1.6254 0.7086 -40.6319
7923 goodsn 1.0164 209715086805.8307 21.5 11.988432630973891 1.03294 1.7653 0.71 -40.0
7961 goodsn 0.96 29374843903.05147 11.5 9.79149659429302 0.342654 2.1252 0.5578 13.4464
8014 goodsn 0.6555 19156293111.322815 8.5 6.143283306452116 0.239856 1.6113 0.6112 65.2634
8032 goodsn 0.8392 36192491466.03101 15.5 5.3426326600652905 1.01831 0.8896 0.1876 -43.2773
8046 goodsn 0.7657 22858906660.39969 17.5 0.3791800696229811 0.91011 0.9553 0.1961 -79.607
8141 goodsn 0.8413 45532209870.02131 13.5 10.403729420840559 0.48582 0.9914 0.5798 27.7635
8282 goodsn 0.9032 111476026419.48398 17.5 4.031772861832035 0.645348 1.7715 0.8674230991233473 10.0
8305 goodsn 0.959 56165508026.40137 12.5 15.78144640880229 0.565854 1.9622 0.75 45.0
8453 goodsn 0.7793 16103113786.665537 13.5 7.946708609102849 0.914172 1.0063 0.7 90.0
8613 goodsn 0.5035 19441385647.117405 13.5 2.4143194648074084 0.864948 1.4232 0.8491081722951532 0.0
8675 goodsn 0.4568 13242654754.32179 15.5 1.8081834185317003 1.22273 1.2068 0.2464 -52.153
8763 goodsn 0.4581 29955656077.674416 16.5 2.4915870079309164 1.15842 2.1377 0.6151 -17.5984
8781 goodsn 0.9295 41909495615.09024 9.5 20.42994813677059 0.588558 8.0 0.5183 74.7803
8917 goodsn 0.8517 116121955998.34874 15.5 12.532627932632108 0.642696 3.2459 0.6156 36.135
8996 goodsn 0.6551 14099811570.296997 9.0 3.7022333146052424 0.212148 2.9287 0.275 40.796
9009 goodsn 1.0155 167977004859.55884 18.5 8.022831357841056 0.636876 2.6006 0.3179 -75.8771
9106 goodsn 0.6736000180244446 25566366757.825813 11.5 3.4257336038864135 0.514122 1.6463 0.2653 40.4513
9217 goodsn 0.7471 15792108383.687223 6.5 24.76042032462219 0.179976 1.8373 0.3774 5.5355
9249 goodsn 0.9057 24699054141.511864 13.5 6.924046286259355 0.541524 0.965 0.1845 -20.4107
9286 goodsn 0.963100016117096 28101112882.61503 8.5 37.48130847532447 0.389772 1.5339 0.4584 41.2929
9386 goodsn 0.8477 194017364343.7708 24.5 4.052952340468282 1.09504 2.6254 0.8511 89.449
9401 goodsn 0.9585 157369769769.24637 22.5 11.680093611095248 0.85197 3.0786 0.3169 -51.1405
9688 goodsn 0.8865 23700676948.72433 15.5 3.5792019853683823 0.821628 1.3605 0.8952 -21.6665
9846 goodsn 0.842 23100976265.66536 15.5 1.9491780956022586 0.765732 1.4742 0.6946 -45.6602
9926 goodsn 0.5625 214957767680.66577 24.5 6.926422264105844 1.13006 1.6241 0.5363 -12.2943
9969 goodsn 0.9617 58552630256.982704 11.5 22.0150292442194 0.471246 5.3581 0.95 45.0
10266 goodsn 0.458 17418029317.443974 19.5 0.8711901905540597 1.21253 1.3828 0.2942 -83.4448
10363 goodsn 0.8457 122625415115.59036 15.5 16.29983995167552 0.263664 4.667 0.6112 28.8106
10368 goodsn 0.632 20382391182.628254 18.5 1.2217069587572538 0.9579 1.2963 0.1991 -8.4368
10411 goodsn 0.8294000029563904 13489276773.28413 7.5 12.564692859790851 0.540438 8.0 0.4624 -2.875
10494 goodsn 0.909 55678844061.02129 17.5 1.9389034240103413 0.61434 2.5481 0.3464 36.2761
10500 goodsn 1.023 225117564450.81027 18.5 20.8668071312949 0.660468 4.645 0.69 75.0
10676 goodsn 0.846 57080694783.17935 17.5 3.2376667433369204 0.380358 1.7306 0.8806 48.1863
10689 goodsn 0.5592 38853639895.664505 17.5 0.7855435009089234 1.00841 1.0829 0.2561 -10.3799
10740 goodsn 0.909 28856259176.238976 8.5 21.31553337595304 0.333762 1.1725 0.592 50.6671
10790 goodsn 0.6419 57182449164.55571 15.5 6.030882272112192 0.632574 1.8009 0.6851 -77.0269
10801 goodsn 0.5565 19562289311.337116 15.5 2.381247002691662 0.874374 0.8892 0.8116 23.2637
10991 goodsn 0.6881 33792051326.472385 15.5 3.2055723070286937 0.899964 1.6573 0.75 -84.0
11025 goodsn 0.4725 17058796570.673214 8.5 11.947112604245063 0.229146 4.1301 0.2803 34.1972
11115 goodsn 0.5178 109830552759.61324 25.5 2.4355093568922617 3.19892 6.678 0.4469 18.6933
11154 goodsn 0.937 63963454970.9798 17.5 4.175026918503077 0.61968 1.0856 0.325 -1.7089
11160 goodsn 0.4843 35496157393.84083 16.5 3.1076242098690665 0.75348 0.8505 0.35 -78.0
11181 goodsn 0.634 15351324762.874247 9.5 1.9424844104055208 0.367212 1.417 0.2593 -60.77
11404 goodsn 0.845 11766328643.671553 9.5 4.450975022879531 0.41502 1.0028 0.4595 59.2687
11535 goodsn 0.8493 28875038740.80975 18.5 2.4265625965712454 0.727068 1.4741 0.3129 75.7202
11563 goodsn 0.49709999561309814 7567427124.506454 8.0 3.313554853532323 0.364176 1.2657 0.2183 -64.6271
11825 goodsn 0.845 63522556739.417725 13.5 10.02166773225921 0.548508 1.1396 0.9 0.0
11952 goodsn 0.476 38458549907.959564 13.5 5.592647557652494 0.434898 1.8076 0.633 -75.0362
12184 goodsn 0.4362 30776088994.492344 9.5 14.002062509909898 0.362856 1.9881 0.346 -17.7221
12246 goodsn 0.853 66145251093.01481 9.5 33.48356749233925 0.306786 3.9741 0.8051 -76.613
12391 goodsn 0.7784 15921627712.234526 12.5 2.409803509089371 0.647088 0.9531 0.7756 -59.0443
12740 goodsn 0.839 174274976017.77045 21.5 9.438224096773677 0.573972 3.4837 0.5277 22.7721
12874 goodsn 0.557 41444166194.89122 12.5 10.957319630771586 0.505554 2.2331 0.4399 25.1637
12980 goodsn 0.4845 21418138507.192497 11.5 3.848268238972522 0.393342 0.9212 0.5506 30.2564
13085 goodsn 0.478 63136973478.4154 22.5 2.355590031874188 1.52483 0.9777 0.1945 -17.9682
13256 goodsn 0.85 23538475081.923656 12.5 14.245721803180446 0.499116 2.7463 0.3401 -9.4825
13295 goodsn 0.5561 35363544111.214424 13.5 4.245510514877646 0.533922 1.1371 0.5071 -64.3407
13353 goodsn 0.4742 108314265698.99203 21.5 5.321225458677505 0.674226 3.2367 0.5312 22.8754
13537 goodsn 0.8405 142200251029.45526 21.5 8.296129194288087 1.26436 3.2468 0.8816 84.4046
13608 goodsn 0.4735 16205796019.560411 10.5 5.120149901374147 0.312888 2.5153 0.5879 -33.2008
13676 goodsn 0.7517 26948253830.279095 11.5 4.909404208611209 0.28245 1.4707 0.5137 78.955
13872 goodsn 0.4754 25937537025.417744 15.5 2.6934378920330375 0.49032 3.2519 0.65 -60.0
13936 goodsn 0.9966999888420105 18529771706.28143 6.5 34.900042962564584 0.21435 1.5888 0.3416 52.2939
13984 goodsn 0.8494 22402654376.528145 12.5 5.655039809092402 0.587052 0.4562 0.6227 -10.4681
14264 goodsn 0.772 31274591311.418064 12.0 3.139186822045864 0.592722 2.2827 0.2172 82.231
14486 goodsn 0.4753 7370417782.793337 11.5 1.8446171057258474 0.363462 2.3371 0.15 -82.0
14515 goodsn 0.948 266624896741.0824 16.5 42.16232842258785 0.953712 2.3921 0.8173 77.1487
14553 goodsn 0.517 69419587185.3032 19.5 4.358880823922623 0.581922 3.454 0.4601 -24.0961
14560 goodsn 0.4855 44993527006.87937 14.5 3.9705988234575544 0.73527 1.0738 0.875 0.0
14603 goodsn 0.971 155152514467.96576 18.5 7.372788000569934 0.703152 5.3798 0.51 2.5
14726 goodsn 0.5639 147323486001.16534 24.5 3.7388398355627026 1.27036 5.2582 0.75 -66.0
14786 goodsn 0.561 55580187252.8742 15.5 6.112158266788596 0.580986 2.1111 0.55 78.0
15018 goodsn 0.2995 20750920676.465183 11.5 6.725452002474421 0.929982 0.8435 0.2 80.0
15072 goodsn 0.643 29627358050.38233 9.5 14.571698792377752 0.360492 0.9418 0.5743 68.711
15117 goodsn 0.94 92012071786.96346 16.5 10.591289644147881 0.448032 2.0855 0.6738 -30.1998
15138 goodsn 0.6766 80434080419.52644 15.5 10.294666790949659 0.67485 3.0827 0.9 -45.0
15324 goodsn 0.7814 20255721092.109238 10.5 6.998763114794299 0.493674 3.1927 0.2712 -81.042
15488 goodsn 0.7969 38327164819.004745 10.5 12.221995312351517 0.364284 1.584 0.9 -80.0
15535 goodsn 0.761 57860381811.02442 13.5 7.5874999811693264 0.441804 0.7319 0.6153 -47.8401
15649 goodsn 0.5116 143456556436.14798 15.5 18.624438046550967 0.44211 3.2963 0.5 60.0
15657 goodsn 0.9115 25541522450.898834 10.5 7.017397886528199 0.27753 1.8021 0.5945 66.0767
15763 goodsn 0.9354 149346096664.41293 17.5 2.013673578729036 0.655422 2.4664 0.2886 23.9899
15778 goodsn 0.849 67626429334.5468 12.5 15.627528770384352 0.54321 1.467 0.6149 35.5852
15792 goodsn 0.2533 15312183729.158243 13.5 1.318610301456197 1.04678 0.9173 0.5951 28.7456
15822 goodsn 0.8495 44104260053.59426 14.5 9.21458024228941 0.489492 0.9569 0.3905 -29.5982
15936 goodsn 0.6802 95309935213.02615 15.5 19.07369499547577 0.717924 4.0074 0.4934 7.6801
15997 goodsn 0.5106 131046267138.18396 16.5 13.2311904430777 0.685698 4.5409 0.7 12.0
16013 goodsn 0.8213 19541799921.456474 10.5 10.05545821161937 0.363366 0.6999 0.7212 1.8885
16055 goodsn 0.971 24151012289.610027 17.5 3.9019068965708312 0.852996 1.2595 0.8863 40.2868
16069 goodsn 0.799 22815551867.402115 8.5 22.01535859781347 0.319014 1.0264 0.3933 84.2988
16451 goodsn 0.9377 169898786397.14102 11.5 53.93731791989159 0.217974 4.9479 0.3843 -54.0443
16536 goodsn 0.524 24340142054.801674 10.5 6.48219421353286 0.466524 0.9727 0.5123 43.3303
16605 goodsn 0.6827 37240910870.40745 16.5 3.7845587350779426 0.568248 1.6697 0.3785 -63.2116
16607 goodsn 0.8392 17619376724.50993 15.5 3.081006833883263 0.468522 0.9228 0.4192 -65.5575
16640 goodsn 0.679 47299304658.93565 14.5 6.859924661388195 0.548964 1.3232 0.7 0.0
16659 goodsn 0.8785 21302929003.682846 7.5 12.52058488278156 0.214488 1.1286 0.47 8.0471
16754 goodsn 0.6419 109165255314.10896 19.5 6.102950695181658 1.01936 4.5179 0.9 30.0
16803 goodsn 0.913 51382992396.212105 14.5 2.8578068853313296 0.721452 1.2965 0.2858 -5.804
16930 goodsn 0.56 35535390106.875206 14.5 3.4547454512927276 0.67827 0.8723 0.6515 -40.3236
17024 goodsn 0.6817 22818219823.473328 9.5 2.4497646311540695 0.28824 0.8939 0.7179 70.3141
17293 goodsn 0.2013 3435834727.136569 15.5 0.14936208727011768 1.03306 2.26 0.05 -60.0
17329 goodsn 0.3766 18437181176.075253 17.5 0.959789911705928 0.754266 1.9253 0.3399 -56.9498
17367 goodsn 0.4566 38777755293.094154 11.5 10.011599201915175 0.257766 3.7224 0.574 34.8033
17396 goodsn 0.454 44727976601.45298 11.5 12.147851174487098 0.323622 2.6822 0.355 32.1364
17511 goodsn 0.85 62271630160.26514 12.5 13.638077094050466 0.47589 1.2006 0.8248 7.5465
17745 goodsn 0.9419 30209799868.830994 9.5 10.691650956020798 0.341934 1.5411 0.6628 -81.8991
17798 goodsn 0.917 34662607657.451416 12.5 11.247626358165167 0.615168 1.6959 0.875 30.0
17893 goodsn 0.189 34842419197.310135 21.5 1.2361279799730631 2.44261 0.8717 0.1 -20.0
18048 goodsn 0.9359 23100793137.16992 10.5 7.968908930379328 0.260166 2.427 0.6391 -7.2402
18204 goodsn 0.8575 183655655451.50568 20.5 6.747112424913555 0.850194 2.6764 0.6193 44.3287
18225 goodsn 0.4598 93697260140.70084 16.5 6.053087880450375 0.747576 3.8331 0.4007 -35.4283
18257 goodsn 0.849 46565860887.3348 11.5 12.634403120120126 0.27504 3.5496 0.65 -20.0
18260 goodsn 0.8545 32233440522.297943 15.5 9.43233326654299 0.74181 1.4952 0.6245 17.5917
18389 goodsn 0.5124 77950094619.01567 21.5 1.7798172102286896 1.36876 8.0 0.95 182.0
18527 goodsn 0.97 24277657599.78535 7.5 35.977136831021674 0.314004 0.9653 0.5616 26.2097
18594 goodsn 0.476 22617739063.87206 19.5 1.4875601525927469 0.771258 1.9843 0.6426 -43.7106
18795 goodsn 0.843 36452566867.178185 12.5 6.541079107989504 0.41271 1.8128 0.52 45.0
18824 goodsn 0.8524 19482624140.012123 7.5 11.460039007008314 0.22911 1.4348 0.9528 10.4365
18872 goodsn 0.936 29342971708.930077 14.5 6.033829549982795 0.63213 0.8733 0.4 -35.0
18890 goodsn 0.7837 35492946093.17788 12.5 9.405701370897162 0.380664 1.0658 0.8 -40.0
19097 goodsn 0.9358 160095253674.59863 18.5 14.236308748587618 0.813504 1.8318 0.7442 -60.5274
19289 goodsn 0.6334 29448322537.20377 15.5 2.4715087359180656 0.333162 4.4745 0.492 -49.2048
19517 goodsn 0.9403 189682384889.8689 19.5 11.23137512889831 0.722472 3.2397 0.6935 -23.8337
19537 goodsn 0.5012 20836631714.82809 9.5 5.078376035302391 0.262842 1.3451 0.59 40.0
19577 goodsn 0.975 106207673988.7077 18.5 4.0458247543623935 0.602664 1.0255 0.7213 -68.1872
19789 goodsn 0.961 102382041150.37468 14.5 14.71369393280884 0.461916 1.794 0.3077 -52.4989
19828 goodsn 0.4834 17790443286.088478 9.5 12.714309416279159 0.205962 3.0408 0.3063 -17.0194
19843 goodsn 0.8402 16951316811.915482 17.5 1.8777765469603478 0.73479 1.1174 0.5148 71.2288
19940 goodsn 0.847 41634271155.29536 15.5 6.5957285860898205 0.35382 3.2169 0.6 -35.0
19965 goodsn 0.8517 23860966997.467518 11.5 4.612465544832331 0.472212 0.6376 0.5401 -40.187
20032 goodsn 0.8541 54725431348.71314 16.5 10.977023397859817 0.909336 2.2966 0.6445 -16.6813
20334 goodsn 0.607 17203266273.054153 6.5 11.732031749304618 0.19179 0.9975 0.3848 23.5278
20364 goodsn 0.72 45732505264.057945 12.5 7.124486890827089 0.284814 5.1971 0.4514 24.9514
20435 goodsn 0.858 47451470029.17306 8.5 39.37057834847827 0.336966 2.0769 0.8 -1.0
20441 goodsn 0.4385 89933576623.88782 18.5 6.988564082237445 0.726828 4.4454 0.7 -28.0
20588 goodsn 0.2986 18321091756.543644 13.5 3.7722678481474556 1.06955 0.9768 0.4369 20.8998
20634 goodsn 0.841 17050760005.739315 8.5 9.682377129904454 0.374688 0.984 0.6258 -87.1775
20654 goodsn 0.8498 47515212159.34466 12.5 11.670175478453388 0.71745 1.0562 0.26 -35.0
20874 goodsn 0.4842 36172349606.03808 15.5 2.945173774460297 0.522156 2.8711 0.5804 -36.2216
20931 goodsn 0.9438 25253226658.07378 18.5 3.6032830769619815 0.823176 2.2405 0.4092 -40.407
21027 goodsn 0.86080002784729 24863302838.953045 17.5 1.701139569852774 1.15576 0.8102 0.2126 -15.5425
21059 goodsn 0.9525 44524680314.44095 9.0 14.305158687127076 0.388272 1.5571 0.2865 32.6368
21119 goodsn 0.975 179896182488.9966 17.5 10.690997669159694 0.645912 1.2309 0.8 -10.0
21198 goodsn 0.8450000286102295 15928803953.612915 8.5 10.418036589761156 0.288636 1.3673 0.3165 10.0597
21262 goodsn 0.457 35643554173.82692 15.5 3.1318765503974215 0.38019 3.8703 0.5863 -48.05
21274 goodsn 0.5031 36683415157.77131 16.5 3.218579077136303 0.810186 0.944 0.5331 41.6885
21337 goodsn 0.5024 27452857324.165134 9.5 5.941383335472973 0.294576 1.8327 0.4291 -17.0033
21426 goodsn 0.945 24485037389.43249 11.5 13.45674372694321 0.484518 1.094 0.8252 -28.6877
21506 goodsn 0.7783 16564816296.95848 11.5 3.4317102788642666 0.58488 0.6874 0.2616 -65.2543
21639 goodsn 0.7041 91914236331.85573 17.5 11.006760482638594 2.1629 5.6396 0.73 15.0
21825 goodsn 0.4372 103045991327.2989 30.5 0.9641137725373201 1.99692 3.3969 0.7545 6.4442
21864 goodsn 0.355 39880222738.794685 14.5 4.148061786178409 0.92427 1.5423 0.4823 88.6654
22000 goodsn 0.4381 18949317858.103134 10.5 5.742857907179357 0.337776 1.1432 0.5978 16.1766
22052 goodsn 0.848 33668588985.65508 9.5 15.910332193559608 0.278106 1.4412 0.8423 -73.8123
22092 goodsn 0.279 42275682231.11646 18.5 2.0590615271391304 1.2842 1.3991 0.2582 -1.0403
22095 goodsn 0.7092 50010382292.09227 10.5 17.64197393458006 0.474228 3.8192 0.8185 -3.8125
22100 goodsn 0.6402 87430228770.2142 24.5 6.766553547480257 0.971322 2.3049 0.3125 71.7829
22206 goodsn 0.7095 37418141393.905396 10.0 14.706965124601918 0.30039 2.2694 0.2768 -39.8846
22237 goodsn 0.2537 34681886212.160324 16.5 0.6173879809273425 1.76083 2.5466 0.7947038014074201 -7.3
22260 goodsn 0.5553 67887451269.16448 13.5 14.783067949548343 0.39012 3.1836 0.4181 -85.3032
22456 goodsn 0.2995 23899908489.018436 20.5 0.8602547223393335 1.52849 1.3342 0.35 -60.0
22596 goodsn 0.3767 38232567024.35824 14.5 3.9835030413110877 0.845076 0.8443 0.5447 -64.3989
22755 goodsn 0.679 44874209747.461586 15.5 5.643018851319294 0.62412 1.8159 0.55 -9.0
22795 goodsn 0.5556 28512099936.669163 11.5 6.6040439466663114 0.483522 1.7635 0.8 85.0
23066 goodsn 0.2133 22796299544.38125 9.5 5.146029123138428 0.441966 3.3833 0.3542 -25.9558
23069 goodsn 0.4547 80440527215.16287 30.5 0.9545295416771216 1.30618 2.9704 0.3653 -55.1358
23162 goodsn 0.9296 35518511928.44608 13.5 5.0129614628931805 0.458904 2.4013 0.734 -88.5663
23427 goodsn 0.84 182994211802.56696 27.5 3.7982691468761987 1.25089 3.1886 0.5 53.5
23475 goodsn 0.233 35610768340.64058 31.5 0.36144520498807775 2.18704 1.786 0.6731 -21.5352
23478 goodsn 0.4375 20321842751.25136 12.5 4.1846809332767325 0.541308 1.0982 0.4733 -16.7082
23496 goodsn 0.8558 52496615403.21635 12.5 8.55827668254456 0.282978 2.9522 0.5682 -15.788
23519 goodsn 0.4381 20929585544.98035 12.5 6.717926743756755 0.859122 1.0313 0.5526 -66.1165
23556 goodsn 0.947 18381210731.647564 13.5 4.248659914887212 0.720324 1.4016 0.6618 4.1451
23855 goodsn 0.8391 36508465369.64755 12.5 5.374315856766747 0.45048 0.513 0.4016 2.2322
23950 goodsn 0.9746 76950107319.34004 13.5 7.751431305498067 0.388434 1.827 0.8977 -72.5131
24009 goodsn 0.944 26280199376.605457 13.5 23.596723202613312 0.606828 1.255 0.5 74.0
24050 goodsn 0.281 101577861456.90495 33.5 1.817363639849087 1.84978 4.6868 0.5 17.0
24232 goodsn 0.474 20260982209.167164 13.5 6.510871188232844 0.841788 0.4447 0.3703 -88.4889
24293 goodsn 0.94 42992802081.74137 11.5 12.652261194427975 0.428118 1.5805 0.4539 -1.8296
24311 goodsn 0.9175000190734863 7870790645.14004 11.5 4.662152589172943 0.453912 1.4035 0.3067 -55.5656
24361 goodsn 0.7953 22695680754.86635 10.5 4.662532481915123 0.38433 2.6102 0.2994 -39.0067
24433 goodsn 0.946 148087739112.29727 13.5 35.45183125117533 0.624072 1.5906 0.6 70.0
24563 goodsn 0.938 32090354641.34518 8.5 17.595731614488784 0.464844 8.0 0.7732 -64.1799
24608 goodsn 0.8001 75359926728.71326 11.5 26.796533706794698 0.307302 4.5929 0.4978 -15.8712
24710 goodsn 0.513 13281004629.280926 9.5 2.8883078802596955 0.523212 1.3054 0.1959 -11.8556
24833 goodsn 0.8411 39299970966.588585 12.5 13.616244841648811 0.271836 3.42 0.4406 -18.1619
24836 goodsn 0.6337 110892563546.6215 15.5 18.0192031574096 0.49527 4.1178 0.5684 -37.7953
24921 goodsn 0.938 153268880642.422 19.5 8.724141589087706 0.396576 5.2566 0.5086 -24.1859
24935 goodsn 0.967 47370848502.13511 11.5 18.914686843005036 0.330156 2.1028 0.5306 -44.739
25006 goodsn 0.7991 21704856332.43869 8.5 15.445496067476393 0.285672 3.3396 0.6813 -57.9422
25015 goodsn 0.836 37070134065.86187 12.5 9.17635576091887 0.488016 1.6691 0.4401 -61.7676
25126 goodsn 0.6338 18385716572.175392 15.5 4.906227528981853 1.01604 0.9474 0.8363 24.0905
25472 goodsn 0.8367 15404043874.392357 8.5 29.560235733933606 0.264234 1.3912 0.6473 -83.9753
25484 goodsn 0.4378 38238591947.97538 12.5 4.8566670282382844 0.496428 1.055 0.7256 25.4324
25767 goodsn 0.69 8240951856.291542 8.5 9.898885521043805 0.321828 2.7673 0.4537 89.6829
26068 goodsn 0.5475 84944497434.69592 24.5 2.6339943641383234 1.58029 2.1157 0.2785 -46.5121
26323 goodsn 0.8352 98978219547.4774 14.5 18.85998953750736 0.374166 3.493 0.5598 -83.6466
26597 goodsn 0.944 53062952403.75602 8.5 37.280214239734235 0.307014 1.0951 0.6635 -71.4049
26602 goodsn 0.6809 22134427093.70654 11.5 6.855933346272998 0.448026 1.7551 0.6 61.0
26636 goodsn 0.4545 21965088039.501762 9.5 6.908971508893345 0.394338 1.9984 0.95 5.0
27001 goodsn 0.8569 20190200154.05511 7.5 38.71311105458881 0.211128 2.896 0.4103 -59.3197
27018 goodsn 0.5951 19929957959.57393 16.5 3.219205584330758 0.947148 5.1585 0.65 74.0
27030 goodsn 0.8555 32726315717.249725 10.5 13.7950227030418 0.497922 0.6594 0.3173 76.5334
27061 goodsn 0.955 42016736140.98014 8.5 25.552795603094204 0.371442 1.3283 0.4039 38.6591
27262 goodsn 0.8471 19069941663.89234 18.5 1.3052737728243504 0.772734 1.1718 0.8031 -26.487
27310 goodsn 0.5706 65443426841.31944 18.5 6.362326207616086 1.18046 7.0034 0.8 -25.0
27488 goodsn 0.201 18299368169.90503 16.5 1.113272451116719 0.618768 4.9394 0.5 37.5
125 goodss 0.619 94237898351.93008 21.5 4.234377305736254 1.54232 5.8741 0.8793 28.22
236 goodss 0.776 19106575765.836773 15.5 2.0054330501160145 0.70686 1.2391 0.2897 76.5334
278 goodss 0.6164000034332275 27444142271.649403 14.5 4.512718270903012 0.989256 1.0316 0.9316 -50.203
370 goodss 0.667 32966212355.791313 7.5 24.338052452784208 0.1875 2.9684 0.5012 53.9613
393 goodss 0.6599000096321106 48775231125.91055 16.5 9.9877777446363 0.589584 2.3568 0.37 -15.0
545 goodss 0.487 37667253461.715965 20.0 1.4289390666776707 1.18091 0.9584 0.28 -5.0
712 goodss 0.6596 51387679484.143875 14.5 5.05264492595538 0.645894 1.5347 0.7099 -77.395
804 goodss 0.672 48306967807.83368 11.5 15.241185146159555 0.255156 4.6154 0.6056 -71.3386
835 goodss 0.6829000115394592 63848359903.66857 12.5 10.555645082158065 0.538128 2.9762 0.85 -60.0
872 goodss 0.665 135250726372.12677 15.5 28.637223744174857 0.79344 5.3788 0.7164 -55.6858
946 goodss 0.841 27809548490.48558 11.5 10.278636307277607 0.315708 2.1255 0.6 60.0
1040 goodss 0.978 94721231204.03983 14.5 9.629882568095892 0.501252 0.9106 0.6615 62.3065
1214 goodss 0.383 12844859655.38849 10.5 0.8076292595284006 0.462486 2.0084 0.2067 -82.9858
1237 goodss 0.966 15309379265.683294 12.5 1.787436025081345 0.377028 1.6899 0.6825 -13.1217
1469 goodss 0.459 82958296122.65128 19.5 2.7652964575018752 1.01118 2.1743 0.75 -70.0
1602 goodss 0.561 60020956494.668655 18.5 3.07136864205499 1.07816 4.8724 0.3937 23.0936
1742 goodss 0.838 46715191144.56719 14.5 3.3596686397483255 0.545832 2.0444 0.9056 8.5273
1821 goodss 0.2574 36882850306.14271 13.5 4.106379899963631 0.422544 4.4616 0.39 -22.6948
1912 goodss 0.664 273678063557.4796 20.5 20.979132694174854 0.83175 4.0356 0.5659 32.6124
2041 goodss 0.524 23945457008.27319 10.5 5.305174953881636 0.354696 3.0037 0.9 -60.0
2051 goodss 0.562 20021078193.800602 11.5 7.961758016040968 0.337584 1.6056 0.3 -38.0
2178 goodss 0.685 57020216973.168945 12.5 14.290164307205657 0.27459 2.3364 0.37 -59.0
2587 goodss 0.983 51444639440.20754 14.5 8.914247262837588 0.676326 1.0831 0.6509 -76.657
2693 goodss 0.67 16204738086.821875 8.5 8.866741270669142 0.296742 1.8595 0.275 -49.0
2987 goodss 0.6459 20384145693.18274 9.5 13.397119593738507 0.371466 1.369 0.75 -75.0
3528 goodss 0.853 29341964122.984737 9.5 3.0036914989300767 0.269928 4.1476 0.2811 78.9092
3827 goodss 0.7062 42939559545.9477 15.5 2.0089317823707087 0.76143 1.1173 0.1692 -74.0087
4433 goodss 0.761 62520469130.33171 16.5 3.5617191807127173 0.724236 0.6454 0.26 -12.5
4520 goodss 0.343 23341986764.68897 12.5 1.4937090579244063 0.546144 0.5077 0.75 -15.0
5145 goodss 0.6733 29632904990.596943 8.5 20.602286253658963 0.56838 1.0053 0.8296 66.3195
5556 goodss 0.679 37678595110.82477 15.5 6.512244197959499 0.753954 0.914 0.6 60.0
5570 goodss 0.7014999985694885 16912680148.762486 10.5 5.437823190282212 0.483072 1.1879 0.2567 -36.9704
5691 goodss 0.669 22938655014.705524 12.5 7.8637298903266775 0.699744 0.9811 0.65 -53.0
5700 goodss 0.7362 26818063071.725334 13.5 7.682838481109872 0.782946 2.8045 0.9489 16.5597
5960 goodss 0.675000011920929 105492647924.17299 14.5 9.807433241426285 0.823038 5.1935 0.975 15.0
6015 goodss 0.735 57608811042.25104 17.5 6.090624015827943 0.636162 2.0699 0.7 90.0
6264 goodss 0.735 60510758793.4852 11.5 10.933203831221373 0.342078 1.4294 0.4012 87.7954
6308 goodss 0.6711 33422872433.424747 19.5 3.523866822423573 0.841236 1.8643 0.3291 -87.4427
6472 goodss 0.7345 24198870625.237896 12.5 3.738677174328893 0.629034 1.1753 0.2113 -9.9832
