# gals field z mass r_edge sigma_edge re n ar pa
25104 cosmos 0.66694 38107988518.0371 10.5 25.453005462025544 0.368718 1.8612 0.7 -30.0
25518 cosmos 0.731 47767574804.763374 10.5 24.407451427287224 0.422526 1.265 0.78 90.0
26254 cosmos 0.5949000120162964 14809356338.496315 9.5 14.779165729071977 0.405312 2.5329 0.7423 -60.279
206 egs 0.8981000185012817 30584788858.3485 12.5 8.923653618165275 0.52854 0.8559 0.48 -40.2306
843 egs 0.6570000052452087 16934664242.07185 7.5 11.087650652160479 0.181218 1.9814 0.448 -83.4056
872 egs 0.9670000076293945 17184935512.523453 9.5 11.375642476706917 0.577788 1.2223 0.1818 -76.5059
927 egs 1.0974 156574765992.755 10.5 37.87323673069217 0.225546 2.2666 0.3791 -84.9138
1210 egs 0.2849999964237213 28805391754.314873 22.5 0.5500251392763961 1.33978 1.8379 0.188 85.0724
1712 egs 0.6206 33570017049.84698 13.5 2.107128424628285 0.45282 1.1251 0.498 -79.0115
2137 egs 0.8170999884605408 53539588288.83232 11.5 15.359879314377636 0.31365 4.8449 0.4658 7.261
2496 egs 0.5761 47429880783.255875 13.5 6.057067810664893 0.735294 1.2602 0.2527 48.5564
2567 egs 0.24169999361038208 10855564657.817352 11.5 2.000546984740262 1.00794 0.9777 0.5551 33.213
2828 egs 0.4244999885559082 25217196197.255917 10.5 7.734578637258655 0.361062 2.7714 0.75 -80.0
3020 egs 0.8378999829292297 20821914759.121292 9.5 7.0585559812511915 0.511776 1.3735 0.773 10.5
3212 egs 0.5761 48402451253.65984 14.5 7.400235476955098 0.461778 3.8028 0.5663 -22.1053
3342 egs 0.9894000291824341 47330679730.92596 15.5 3.494640795698511 0.643602 0.8458 0.3202 20.354
3353 egs 0.7908999919891357 54447462932.151955 11.5 9.561844228252689 0.386976 1.5211 0.921 15.1643
3674 egs 0.7911999821662903 27488162783.889065 9.5 15.102940225093121 0.345534 1.2403 0.4458 40.0325
3755 egs 1.0384999513626099 21772550291.01409 11.5 20.148063382621682 0.735918 8.0 0.5796 -5.8467
3756 egs 0.6711 31654475365.730648 12.5 5.805728234990227 0.44298 1.4821 0.65 -1.0
4030 egs 0.49720001220703125 83602945153.15063 18.5 9.499461057037715 0.356658 5.4521 0.5183 -1.2021
4046 egs 0.9039 81871175196.8572 19.5 3.3920115820828745 0.793914 2.1451 0.32 80.0
4104 egs 0.4365 34652422097.31847 12.5 7.934236054862662 0.686904 1.2825 0.6504 -79.358
4303 egs 0.5759999752044678 32608847326.680023 12.5 3.379772642392259 0.388848 1.7036 0.8195 -72.4907
4452 egs 0.9520999789237976 101026841678.8684 11.5 24.544713440600614 0.547662 1.5703 0.6105 -16.4057
4725 egs 0.8206999897956848 29526541885.012722 9.5 20.89563063776097 0.43788 0.7597 0.7153 -22.252
4794 egs 0.8981000185012817 39031165010.31775 15.5 11.820837283431837 0.655698 1.3685 0.7444 -20.3127
4798 egs 0.4634000062942505 36740834954.6377 14.5 6.705802754530509 0.358092 3.8603 0.3245 -80.6856
4947 egs 0.7509999871253967 36810318500.7598 14.5 4.9678015614546105 0.648708 0.8766 0.5145 27.6091
4965 egs 0.5705000162124634 66886582894.31656 21.5 3.728105948055817 1.06705 1.4735 0.5746 -89.5438
5047 egs 0.8030999898910522 11808562297.102758 9.5 1.2216708637713776 0.373464 1.9165 0.2905 -12.167
5369 egs 0.7519999742507935 17501845553.68398 14.5 2.957955530579925 0.70119 1.5135 0.6498 -12.3667
5491 egs 0.544700026512146 141774698805.90753 20.5 8.026894847606656 1.38379 3.597 0.9 40.0
5623 egs 0.43700000643730164 32777860456.6424 17.5 5.097775300839604 0.504972 4.368 0.5217 40.8009
5632 egs 0.710099995136261 89792572982.48409 22.5 2.361595482254353 1.13963 2.1161 0.2756 -51.6663
5706 egs 0.7095000147819519 23338002694.557354 13.5 2.6280211468746058 0.48108 0.4933 0.4997 -71.9839
5798 egs 1.0124000310897827 27381544617.57095 12.5 7.460489478947148 0.361176 1.4347 0.8513 -34.9398
6358 egs 0.3513000011444092 24440763695.638943 15.5 1.8388276018811012 0.416142 2.4615 0.4617 -30.8822
6568 egs 0.435699999332428 67798031774.34878 20.5 1.6093791374723478 0.814206 2.2639 0.547 63.6103
6664 egs 0.6586 15682185179.390375 6.5 9.83122943749748 0.15852 2.1964 0.5482 -1.895
6670 egs 0.46219998598098755 86048201360.17107 20.5 2.928698084748655 1.01958 1.7655 0.33 -44.2367
6986 egs 0.7182 14283458538.418688 8.5 7.667681142714378 0.212976 2.1288 0.4209 16.6205
7007 egs 0.2700999975204468 26063513635.266037 14.5 3.17943166233252 1.36928 0.9265 0.6323 8.5217
7175 egs 0.6469 21673135240.462425 11.5 7.347628470186417 0.639636 1.9477 0.3075 -52.7612
7401 egs 0.569 17051928222.352028 8.5 12.037140953107851 0.286896 2.7624 0.6413 -87.7194
7898 egs 0.7401999831199646 20631656237.87592 9.5 8.45752495550813 0.409392 0.9398 0.7694 55.3993
7945 egs 0.3932 31484390541.85666 13.5 5.003762252847455 0.521832 5.0289 0.8 15.0
8203 egs 0.7754 144100235143.86853 16.5 21.44174880227687 0.78108 1.2079 0.5821 66.5153
8252 egs 0.7361999750137329 66940375898.65682 13.5 12.243360749139338 0.23802 3.6351 0.4883 82.1364
8444 egs 0.5903000235557556 21038689690.876637 15.5 3.4931394281748522 1.00075 1.3253 0.2983 -45.5013
8562 egs 0.742900013923645 44016789352.808174 12.5 11.806378294566345 0.266484 2.9755 0.3248 -30.9031
8600 egs 0.7480000257492065 116625681154.77228 17.5 11.669449346056817 0.840462 2.0733 0.5173 -37.0557
8629 egs 0.7788000106811523 109630572750.25143 18.5 10.536129080439412 0.374076 3.8133 0.5349 36.28
8630 egs 0.38510000705718994 24289220955.644035 14.5 2.5568309805158878 0.639024 1.4063 0.3975 56.7795
8902 egs 0.3718999922275543 42361205286.8634 20.5 2.0014351971733664 0.996012 6.9517 0.44 60.0
9153 egs 0.7427999973297119 47578642683.404015 10.5 20.03559142648368 0.485706 1.17 0.5395 19.1479
9249 egs 0.7422999739646912 19201154235.754482 7.5 11.072646621955798 0.148926 2.0842 0.5155 44.3921
9376 egs 0.8701000213623047 24980655402.737423 9.5 8.248638654890168 0.378492 0.5633 0.5245 -66.5388
9462 egs 0.7608 27202498836.1471 13.5 6.942509916594125 0.595956 1.0259 0.25 -8.0
9570 egs 0.3513000011444092 26891814602.58564 16.5 1.3579464568730593 1.24566 0.8702 0.1542 34.5315
9650 egs 0.9557 41852717759.57063 7.5 43.49693400838221 0.17496 3.185 0.4518 2.9886
10010 egs 0.4041999876499176 28534537876.57589 9.5 9.78888832482839 0.492402 1.1827 0.5985 -38.3059
10487 egs 0.73089998960495 61890152722.61578 15.5 7.317904807242959 0.489618 3.1335 0.3866 -25.3104
10630 egs 0.36649999022483826 42776808265.50957 10.5 8.274272178907506 0.378264 2.6725 0.6087 -21.3251
11118 egs 0.6759999990463257 20942411501.542385 11.5 9.99756893190006 0.652476 0.592 0.4466 -77.5005
11385 egs 0.8253 68609642507.4722 19.5 4.486230063039773 0.871248 2.9205 0.4799 68.0677
12042 egs 0.4541 14838788031.73656 11.5 6.190851367133422 0.730242 0.6425 0.8633 -3.8116
12060 egs 0.9754999876022339 45561255557.37386 12.5 19.222149707529848 0.581412 1.4034 0.828 -35.8221
12124 egs 0.7498999834060669 75237429809.73267 10.5 22.62234710917178 0.286062 2.2643 0.3206 -17.3711
12138 egs 0.454800009727478 33528963732.349316 15.5 1.335889675623887 0.609852 2.2066 0.2915 21.7107
12539 egs 0.8230000138282776 40422507677.03308 16.5 8.919407019664158 0.831924 0.9122 0.8638 42.0338
12759 egs 0.41850000619888306 36430020922.19283 18.5 1.5862530437829916 1.0338 0.7285 0.63 17.0
12824 egs 0.6312000155448914 54993337187.584816 13.5 11.987895005179372 0.273102 3.4762 0.7082 -8.264
13058 egs 0.6396999955177307 25158100917.24401 12.5 3.5136959712486444 0.517134 1.0701 0.395 -88.1786
13490 egs 0.7376000285148621 32564373447.907608 12.0 4.955028213671124 0.481788 4.7053 0.2809 -9.5441
13519 egs 0.7437000274658203 31486383882.57423 10.5 10.405572625353342 0.319644 1.6 0.6083 66.6021
13533 egs 0.960099995136261 95350614209.28574 9.5 37.732248177875654 0.160692 3.5365 0.4159 86.9721
13582 egs 0.7429 28853040718.305595 10.5 14.300276008680449 0.362196 2.7089 0.4053 82.8359
13593 egs 0.8955000042915344 19920817215.141483 7.5 22.78671631293265 0.272184 1.2565 0.3737 7.1223
13677 egs 0.6696000099182129 139847084859.97397 31.5 3.075333682400746 2.10613 2.0242 0.8 -75.0
13833 egs 0.6302 306394017143.5462 28.5 8.483411922945601 0.912726 4.2842 0.5624 -46.4647
14252 egs 0.7781 67191589524.79145 21.5 6.522832917013834 1.03344 2.0648 0.5962 -48.8715
14358 egs 0.7477999925613403 60472781105.8761 16.5 5.879408534052472 0.635934 0.9078 0.3937 -55.2138
14470 egs 0.5166000127792358 17863412325.134872 9.5 2.7460938410107794 0.514014 1.0482 0.268 -34.9701
14575 egs 0.2957000136375427 23681737395.362907 12.5 3.1002564585996413 0.545874 2.3294 0.81 -30.0
14674 egs 0.6724 41078190031.5844 7.5 18.334651300782976 0.439608 0.4907 0.2855 69.3391
14677 egs 0.3767 90524601750.27014 28.5 1.4824309584279978 1.47695 1.6943 0.37 75.0
14827 egs 0.9508 150179110035.2103 13.5 24.626704198595895 0.39003 4.4335 0.61 -16.1113
15473 egs 1.0214999914169312 20851045071.01502 8.5 20.08729185267819 0.33495 0.8404 0.865 22.1631
15499 egs 0.5674999952316284 33007310528.85787 8.5 20.625325310371178 0.25716 3.4775 0.4604 23.1379
15795 egs 0.98089998960495 33148292391.60764 13.5 8.083691217162427 0.57915 1.8238 0.79 -30.0
16408 egs 0.9767000079154968 71447525425.51088 10.5 34.34263559415933 0.296892 3.2287 0.8259 7.657
16436 egs 0.2483000010251999 23426156198.19061 8.5 9.424528945863745 0.599898 1.1138 0.6424 0.5538
16498 egs 0.7315000295639038 74059280613.45062 15.5 8.645973015837416 0.772068 2.4154 0.9 45.0
16652 egs 0.9764000177383423 32845626445.440807 11.5 11.779906166133609 0.445116 0.6935 0.785 -34.882
16721 egs 0.2782999873161316 9646913086.89086 8.5 4.824610281800567 0.30453 2.5358 0.6329 14.8045
17146 egs 0.6520000100135803 27579855521.80632 13.5 5.142278434237475 0.500598 3.6096 0.7722 -13.9939
17204 egs 0.7689 45172028928.90477 8.5 24.536412572231196 0.299376 2.4304 0.7789 50.4929
17529 egs 0.7504000067710876 33155814604.959896 12.5 9.073209915321668 0.558384 1.097 0.8588 39.2102
17598 egs 0.7584999799728394 31824482065.864258 8.5 14.707766081720271 0.354504 1.1637 0.6032 69.2079
17922 egs 0.3711000084877014 38484150032.671524 15.5 4.209733511495526 0.772566 4.1538 0.9 80.0
17925 egs 0.680400013923645 29214864184.955265 13.5 4.810238278797987 0.596322 0.643 0.5951 -68.7671
18011 egs 0.5009999871253967 22883213078.624832 16.5 2.499827785330766 0.991434 1.4935 0.5999 51.8829
18017 egs 1.010699987411499 82058269496.23985 10.5 34.94370753507025 0.369252 2.413 0.6578 -53.0913
18328 egs 0.7454000115394592 61971955645.37906 10.5 19.449556980665967 0.238794 2.7456 0.5429 -31.6682
18551 egs 0.8369 76248294286.76727 8.0 96.5603701310674 0.187116 2.8646 0.6618 -27.1244
18846 egs 1.0047999620437622 21404260172.161427 14.5 1.825936032134282 0.425766 0.9262 0.9022 20.6337
18970 egs 0.9807999730110168 19159774902.33435 12.5 14.73422140396463 0.745386 0.8668 0.5429 -13.0658
18996 egs 0.6732000112533569 45018519149.91394 14.5 8.631779860367702 0.543624 1.6388 0.8124 82.1525
19003 egs 0.7541000247001648 41483993365.77691 11.5 7.922773979606088 0.360444 1.0432 0.903 53.677
19279 egs 0.3560999929904938 40235560300.03827 15.5 0.9797420612148157 0.617436 1.8781 0.7721 51.6948
19402 egs 0.34779998660087585 42670566228.409325 13.5 4.3992533674524426 0.43779 4.14 0.55 -45.0
19516 egs 0.5753999948501587 102480877539.10767 21.5 3.954390826454116 0.554286 4.2364 0.8 82.0
19555 egs 1.0432000160217285 24350799989.17066 8.5 10.551154281818391 0.290376 1.985 0.6192 63.9607
19586 egs 0.35260000824928284 20843014064.54941 14.5 2.1806823412200678 0.906894 0.7759 0.65 55.0
19866 egs 0.3559 87696636530.45418 26.5 2.7846251683905647 1.87765 2.917 0.17 -50.0
19868 egs 0.5090000033378601 17272087542.869614 14.5 1.5760513578595328 0.994578 0.9595 0.27 44.0
20181 egs 0.7458000183105469 18510970363.11835 18.0 1.6408356066032384 1.26017 0.5654 0.1677 2.2735
20537 egs 0.6904000043869019 43970345870.03451 16.5 2.4374921377303744 0.627432 1.5586 0.86 20.0
20693 egs 0.9370999932289124 97354535591.68701 16.5 18.165933341690305 0.854064 1.4022 0.5784 -73.8784
20708 egs 0.9075 20982348978.64706 9.5 8.729767358359059 0.423864 8.0 0.4576 -87.3796
20716 egs 0.9021999835968018 4213090106.815898 6.5 8.527658804827938 0.201342 2.2658 0.549 -70.356
21087 egs 0.9778000116348267 106403090546.73962 8.5 78.86391231285258 0.191334 3.6673 0.5003 -7.7196
21098 egs 0.9145 11617632881.805532 12.5 2.6345059286025 0.389442 1.8914 0.7251 10.7615
21205 egs 0.8763999938964844 23140344882.01667 10.5 6.715493457115971 0.392982 1.2993 0.6088 -23.4076
21571 egs 0.8264999985694885 54250872875.5608 13.5 10.272725338683548 0.557202 0.9255 0.45 -13.1567
22117 egs 0.9756 16282972989.84819 15.5 1.6247072832248952 0.80196 0.8717 0.2667 34.7789
22146 egs 0.7167 9400889444.694296 12.5 1.8475319664556917 0.772398 1.6737 0.1 -36.0
22296 egs 0.5759999752044678 49327552748.07434 17.5 4.574646888744963 0.750474 2.7212 0.6029 -9.3307
22882 egs 0.8450000286102295 36648138260.102646 7.5 18.51320075778682 0.200466 1.448 0.4898 77.1332
23221 egs 0.960099995136261 348341346967.7673 23.5 15.780300550095015 0.834078 2.5812 0.8 -15.0
23447 egs 0.6434999704360962 71375586415.35944 16.5 9.069184366115362 0.645744 2.977 0.9387 18.6643
23545 egs 0.7074000239372253 60705874867.8143 13.5 11.686571274739062 0.29607 3.6892 0.6062 -25.7974
23585 egs 0.7559999823570251 14745700989.060076 12.5 10.873798202815449 0.60318 0.879 0.7482 28.5932
23612 egs 1.0360000133514404 36007833194.12379 14.5 14.653656185345257 0.746172 0.6208 0.5854 -21.5493
23685 egs 0.8228 13480148773.309977 12.5 3.1475661378783553 0.64476 1.4651 0.4059 51.3422
23694 egs 0.7448999881744385 72017829914.9857 11.5 14.396673414538032 0.349698 1.7688 0.65 -10.0
23873 egs 0.6825 57592022737.66709 18.5 7.657941491088867 0.72762 3.266 0.3344 87.009
24199 egs 0.9866999983787537 24021272252.5456 10.5 15.539890989556824 0.467376 0.8943 0.8214 -49.6588
24209 egs 0.28110000491142273 10619527449.402582 19.5 0.8412405321436052 1.25516 1.4485 0.924 53.17
24542 egs 0.8952000141143799 12962576661.981697 8.5 16.343458245587797 0.706056 0.8858 0.5997 -23.3105
24718 egs 0.6435999870300293 209616941039.90973 22.5 16.997972821182042 1.29512 3.917 0.9 80.0
24815 egs 1.0286999940872192 130734605184.60007 10.5 50.36692577156691 0.331188 4.3823 0.6753 -1.5385
24826 egs 0.9749000072479248 53812919361.26821 6.5 74.23529664733213 0.293112 1.7615 0.6862 -69.8047
25021 egs 0.7832 37428442322.99005 9.5 14.567971813802899 0.155358 2.6172 0.4147 26.166
25033 egs 0.748199999332428 58499181593.74651 11.5 12.59575581121003 0.146214 4.1097 0.55 84.0
25113 egs 0.7482 84586137608.15479 13.5 13.234152206823365 0.370626 1.8171 0.5683 61.2764
25232 egs 0.7434999942779541 28795509652.310287 10.5 10.483525884501145 0.255432 2.1795 0.7222 23.8325
25253 egs 0.7459999918937683 43020768045.85149 13.5 7.980085817432284 0.583032 1.2415 0.55 -10.0
25288 egs 0.7682999968528748 64373712936.2465 15.5 10.644590334122295 0.644796 2.0159 0.8559 -49.307
25748 egs 0.9146999716758728 32447066737.496998 15.5 9.518097379317885 0.59052 1.9603 0.8693 -59.639
25856 egs 0.7585999965667725 56531387768.02877 10.5 20.636078182466388 0.277758 2.7659 0.5535 28.878
26138 egs 0.5777999758720398 141818755901.1334 20.5 8.55558082530323 1.77068 6.7676 0.9 20.0
26422 egs 0.6444000005722046 34339380496.649662 14.5 4.226776611255104 0.468834 2.1179 0.7584 75.6187
26859 egs 0.3459 27252551091.534184 13.5 4.093826966644749 0.574284 0.9423 0.3436 -18.1555
27091 egs 0.2865999937057495 27608749669.624184 24.5 0.37035058002653803 0.896982 3.002 1.0 55.0
27292 egs 0.8932999968528748 21382749273.365765 11.5 5.953713869131561 0.304098 1.2344 0.8517 -84.7862
27298 egs 0.8486999869346619 61554564539.34703 18.5 9.72692690080469 0.757782 0.9366 0.6619 -35.4532
27328 egs 0.8974999785423279 28688124672.009335 6.5 22.614265425572377 0.179364 1.6997 0.6534 39.485
27488 egs 0.9718999862670898 58431676217.319275 11.5 12.209349833517186 0.329502 3.6318 0.7 -45.0
27508 egs 0.34869998693466187 17612220002.305325 14.5 1.808328690558089 0.747912 1.0189 0.4701 -30.0773
27514 egs 0.970300018787384 13294423868.770456 10.5 6.189872192059614 0.569484 0.8937 0.6181 -59.6916
27825 egs 0.20080000162124634 11256773008.051868 10.5 1.6760243303339644 0.655278 1.61 0.7414 -22.4155
27857 egs 0.7372000217437744 81521423551.07225 15.5 9.47945530962451 0.31686 4.8567 0.5536 58.7147
27888 egs 0.7455000281333923 42613976326.64768 12.5 12.42375799847541 0.392118 3.8421 0.5107 -26.427
27894 egs 0.9501000046730042 15943692470.49305 18.5 6.439036106162057 0.95943 1.0588 0.67 0.0
28022 egs 0.7225 32634821463.426502 10.5 5.405729936664379 0.388608 1.03 0.4216 4.2484
28094 egs 0.9523000121116638 16092547225.253128 13.5 4.805029991680035 0.814416 1.1063 0.792 80.9877
28100 egs 0.8079 41624799574.823425 10.5 16.535535630578654 0.376446 0.9506 0.71 0.0
28144 egs 0.26339998841285706 42006090794.168945 25.5 0.8340998818939048 1.71582 1.3576 0.9 -15.0
28374 egs 0.682200014591217 66345343895.63145 12.5 13.86363221203115 0.303744 3.7396 0.2801 29.1938
28379 egs 0.779699981212616 24949002583.549473 11.5 6.983126095448588 0.63354 1.1645 0.8372 -14.1273
28510 egs 0.2842000126838684 14516507462.928173 12.5 2.406629405543268 1.06099 1.3148 0.7993 59.8018
28539 egs 0.9803000092506409 22038366991.601368 12.5 19.961211451432785 0.562296 8.0 0.6429 0.2825
28569 egs 0.8446 17378214773.031986 6.5 14.070654153608425 0.038088 7.9837 0.4 0.0
28701 egs 0.7433 14732600199.889875 12.5 4.434306356973524 0.547308 0.7936 0.4561 76.0636
28874 egs 0.7095999717712402 39606810453.51518 15.5 9.749303439920372 0.98991 1.4863 0.41 -25.0
28919 egs 0.8839 169882422455.0967 19.5 15.335497312277226 0.914676 1.109 0.5867 -49.7776
29039 egs 0.9708999991416931 43847156313.39767 10.5 1.3306998368329805 0.161214 4.5823 0.2957 43.8934
29176 egs 0.5703999996185303 16875459791.632315 11.5 6.080613105565239 0.482784 2.2739 0.7032 17.5658
29234 egs 1.0555000305175781 18924761007.38113 5.5 70.29142550461789 0.311322 0.688 0.5405 -19.6762
29291 egs 0.5997999906539917 27925770195.628826 16.5 6.147581527471502 0.955086 1.0555 0.4761 -24.7079
29328 egs 0.7328 156944530755.14984 22.5 9.222432171794592 0.548328 4.7823 0.5342 73.5766
29490 egs 0.4381999969482422 21450044614.862267 8.5 7.708783156790635 0.244596 3.2016 0.8689 -48.9646
29598 egs 0.7427999973297119 31055848929.990227 11.5 5.871085766021082 0.690768 1.1179 0.1891 -62.0498
29804 egs 0.7318999767303467 31392494307.6151 11.5 14.268873609918373 0.549078 1.4094 0.8519 -36.0546
30017 egs 0.8105000257492065 43386355834.66774 10.5 21.26428526271697 0.30516 2.3697 0.265 86.0457
30033 egs 0.4625 13016789732.156197 11.5 3.1734737359295417 0.814494 0.9426 0.9394 58.7124
30131 egs 0.7106 31631545828.012493 12.5 3.163247409926901 0.399474 4.2494 0.5032 -58.2308
30153 egs 0.34380000829696655 29954841964.00868 12.5 3.549757236181254 0.495192 3.0893 0.78 0.0
30433 egs 0.7853999733924866 51720725572.97593 18.5 3.5488064787288494 1.01098 1.8547 0.6878 10.4024
30440 egs 0.4345000088214874 50331415034.94574 12.5 3.707539099739223 0.348414 3.5943 0.7902 -21.7512
31099 egs 0.37279999256134033 42492299132.89737 15.5 2.17134618885294 0.406554 1.7325 0.75 -25.0
31180 egs 0.6696 49697183187.48834 10.5 19.749503595548394 0.238038 4.2094 0.4873 31.0846
31431 egs 0.5468999743461609 63047192344.51703 17.5 6.707360984687803 0.99384 3.1079 0.65 -50.0
31460 egs 0.9583 71483244943.40082 14.5 19.319412091699782 0.525336 0.95 0.8 45.0
31604 egs 0.9944000244140625 11266794299.920532 10.5 6.860706469265921 0.805626 0.3401 0.2697 53.8206
31677 egs 0.7425 55929224425.33948 17.5 11.855854573298153 0.92262 1.941 0.3416 10.3538
31768 egs 0.54830002784729 90927765488.93748 19.5 7.2378686964541235 1.17277 1.8297 0.75 -20.0
209 goodsn 0.9685 31047511818.7986 7.5 18.937023540251467 0.315378 1.536 0.85 35.0
284 goodsn 0.6348 45304633770.56298 11.5 16.353176975167468 0.541266 2.2581 0.9526 78.6945
529 goodsn 0.639 70987292348.48622 18.5 6.723383024527908 0.79053 1.1048 0.75 -78.0
632 goodsn 0.6344 56128613930.99614 12.5 12.220093332504696 0.49221 0.7767 0.8601 -47.7483
768 goodsn 0.906 33119879582.174236 16.5 3.235152500240762 0.903036 1.3897 0.8248 15.1504
777 goodsn 0.6381 43258449951.96038 17.5 1.9280165049370808 0.65037 1.1625 0.261 -2.0054
912 goodsn 0.595 95266243495.44228 16.5 6.816667518667647 0.73527 4.8045 0.6837 19.4793
1184 goodsn 0.9712 20601413114.484684 12.5 9.297145726762821 0.785058 0.7157 0.5862 -24.4033
1188 goodsn 0.559 8467223364.712174 14.5 0.9088547312807679 0.80478 0.6699 0.2425 73.8916
1236 goodsn 0.61 19086833385.832253 7.5 18.901591640172985 0.241488 1.2365 0.5485 -68.0358
1275 goodsn 0.9372 16192797263.966372 9.5 8.48873404747654 0.454872 3.8932 0.5031 56.8191
1281 goodsn 0.8458 32295197104.835846 11.5 19.263622235039463 0.309342 5.6644 0.4137 -26.9918
1509 goodsn 0.845 27866622490.96082 15.5 5.325762298175409 1.11332 3.4785 0.8024 -49.7025
1656 goodsn 0.4751 39161188167.38043 13.5 8.469836946293242 0.667524 0.67 0.3445 16.4603
1682 goodsn 0.5609 17019434947.625765 14.5 3.833059479213214 0.942522 2.6856 0.97 -45.0
1741 goodsn 0.97 65573090989.0185 9.5 33.02431660359784 0.273012 1.6937 0.6 -14.0
1750 goodsn 0.6362 54178223198.594284 16.5 4.102235278887631 0.652644 3.6731 0.8765 -61.4469
1753 goodsn 0.677 31680521187.577934 7.5 27.61472069637235 0.16467 3.1413 0.4835 -79.7735
1760 goodsn 0.934 117657997187.97935 14.5 28.589496213389044 0.329388 2.5282 0.66 -70.0
1785 goodsn 0.9712 130073561152.26575 16.5 25.30148320688046 0.814614 4.5831 0.85 -30.0
1786 goodsn 0.5603 129663286653.13327 19.5 6.430568171223083 1.18529 3.3274 0.74 -30.0
1808 goodsn 0.519 58480214089.55664 15.5 8.071006451772789 0.63981 2.2778 0.3485 -54.0888
1902 goodsn 0.8405 22005013556.672924 6.5 34.69905101122549 0.295242 0.9206 0.6816 -62.1588
2001 goodsn 0.955 45660358692.582245 12.5 5.109257196407495 0.410442 0.9313 0.5 70.0
2013 goodsn 0.704 20275449452.113586 15.5 2.156922196905977 0.525222 1.4472 0.7838 -33.6941
2042 goodsn 0.9537 201101561812.6258 31.5 5.01939677949847 1.79703 2.8023 0.925 90.0
2082 goodsn 0.561 30913761942.72473 14.5 3.280915656636134 0.660954 1.4012 0.6891 -10.2834
2104 goodsn 0.791 86393044198.93443 12.5 16.098633989256786 0.365514 3.3282 0.4835 85.1714
2302 goodsn 0.960099995136261 44437206058.414246 10.5 21.654806330380435 0.342174 2.5021 0.3208 45.8304
2436 goodsn 0.409 66472069090.14353 13.5 13.908441242704749 0.490098 5.8901 0.4338 -21.3062
2553 goodsn 0.8428 119390310555.75385 14.5 22.78675894343488 0.24363 4.0397 0.6 -49.0
2618 goodsn 0.6372 34179881629.478092 25.5 1.6859339425077025 1.61365 1.9026 0.16 -69.0
2726 goodsn 0.843 110697427741.98059 16.5 7.341709853153443 0.539442 4.4695 0.78 -25.0
2752 goodsn 0.8422999978065491 32778901974.358875 12.5 3.2448958951580327 0.508182 2.0763 0.2348 88.4799
2899 goodsn 0.9543 81632200689.4184 10.5 34.13626143190884 0.18099 4.0703 0.6576 -46.5456
2907 goodsn 0.955 27814760887.234352 13.5 5.038407214116964 0.542286 0.6492 0.3909 13.3568
2920 goodsn 0.419 33271469084.81664 13.5 6.808843085123357 0.51636 1.5903 0.39 75.0
3008 goodsn 0.7666 64035648153.28894 12.5 11.909967162502088 0.739776 1.8684 0.85 40.0
3181 goodsn 0.5609 42022655941.77177 11.5 8.509816908246115 0.223728 2.26 0.8 -11.0
3233 goodsn 0.5177 9716784667.046953 13.5 0.23030264260471228 0.76398 0.7515 0.2776 -65.2556
3305 goodsn 0.874 57966888358.309944 15.5 3.205562636852807 0.795108 1.5401 0.2762 -66.4707
3360 goodsn 0.5284 50769206095.750145 11.5 10.312988314629429 0.411216 2.2656 0.8636 64.2665
3632 goodsn 0.845 102278289441.16316 16.5 13.27278185536642 0.831186 4.207 0.4479 21.4906
3807 goodsn 0.9290000200271606 101486149483.37909 14.5 22.401237726326745 0.565056 3.2356 0.301 -7.0
3818 goodsn 0.935 68767026044.52261 10.5 19.8516223728169 0.373086 1.4646 0.7978 -29.1327
3875 goodsn 0.753 17595152948.894104 11.5 4.748801891238383 0.513816 1.4176 0.3095 53.6723
4037 goodsn 0.748 19954525610.795574 15.5 2.819962108163146 0.749238 1.0491 0.3006 -61.0299
4064 goodsn 0.456 43827847934.52212 17.5 3.986336129587921 1.07721 1.2543 0.5771 64.8721
4178 goodsn 0.9621000289916992 46863838497.78133 10.0 3.9906465566413716 0.3102 1.7875 0.2558 -25.3828
4212 goodsn 0.748 43226523020.51353 14.5 6.490615746681073 0.702198 1.4077 0.5878 -46.4353
4227 goodsn 0.5083 19384672355.298557 8.5 12.173369220751798 0.318162 1.5732 0.6884 89.5923
4504 goodsn 0.937 47602507759.57881 10.5 15.262150574483986 0.514026 1.1757 0.45 50.0
4515 goodsn 0.9366999864578247 38282771142.47483 10.5 4.093141431521392 0.482112 2.3799 0.2426 -60.9075
4600 goodsn 0.1363 14726357442.302696 17.5 0.32022289175176955 1.689 2.9656 0.7909475733092717 107.3915608316058
4689 goodsn 0.9365 27804122501.556614 21.5 3.956887594575961 1.20199 2.3285 0.503 52.1595
4700 goodsn 0.747 41332136220.49494 17.5 5.110152862696736 0.853212 1.2209 0.4433 -83.4717
4799 goodsn 0.41 25261207288.34664 10.5 5.6451063250901585 0.468936 0.8498 0.6182 -42.8469
4810 goodsn 0.696 17367744747.473305 10.5 2.3658964168806897 0.584082 1.0826 0.2731 87.5921
4963 goodsn 0.6337 21331258452.818546 11.5 10.002843566627277 0.534564 1.0451 0.7708 62.055
5023 goodsn 0.6373 60852985635.59848 9.5 23.228492717913415 0.390024 1.7885 0.7421 78.337
5049 goodsn 0.642 14688884439.048273 11.5 7.594360138432762 0.610212 1.1812 0.859 54.6646
