x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
3 5 161.9900 -27.3686 2.1067 5.5713 -6.2088 0.2348 0.8070 0.4203 4.2614 19.3588 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 3.0567 1.1428 -20.9814 0.9094 5.2747 0.6179 40.4138 21.6129 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 10.5264 1.9397 -4.3642 0.1349 5.0200 0.4813 132.4552 39.4489 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 0.6297 0.0156 168.4758 0.2755 9.6560 0.2755 15.2412 0.8223 0.0569 0.1847 -1211.7693 1.2019 11 9 1 0 0 0 3
3 5 161.9900 -27.3686 0.5651 0.0362 26.2420 1.6817 10.2907 1.0266 14.5762 2.4824 0.0569 0.1847 -1211.7693 1.2019 11 9 1 0 0 0 3
3 5 161.9900 -27.3686 1.3061 1.5748 -18.0011 14.9750 12.5552 3.7919 41.1047 76.9445 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 0.4839 0.2154 -15.6038 0.3608 2.0011 0.5598 2.4270 2.0618 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 3.7559 5.9283 -6.6568 3.1771 1.6174 1.1138 15.2274 51.0716 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 9.5964 6.4325 -4.2100 0.2302 0.9875 0.1195 23.7531 20.7231 0.0569 0.1847 -1211.7693 1.2019 11 9 1 1 0 0 3
3 5 161.9900 -27.3686 3.7151 0.1420 1.0845 0.0265 1.0748 0.0354 10.0092 0.7252 0.0569 0.1847 -1211.7693 1.2019 11 9 1 0 0 0 3
3 5 161.9900 -27.3686 0.3523 0.3161 10.7975 0.8517 2.8478 1.2190 2.5148 4.2987 0.0569 0.1847 -1211.7693 1.2019 11 9 1 0 0 0 3
4 5 161.9004 -27.3686 6.7807 0.7332 -4.2215 0.0238 0.9712 0.0505 16.5076 2.7359 0.0583 0.3046 -1054.8654 1.1072 9 9 2 1 0 0 1
4 5 161.9004 -27.3686 4.5913 0.4267 1.1918 0.0315 1.0176 0.0491 11.7114 1.7061 0.0583 0.3046 -1054.8654 1.1072 9 9 2 1 0 0 1
4 5 161.9004 -27.3686 1.1761 0.0580 -22.8055 0.1582 3.8863 0.2039 11.4570 1.1953 0.0583 0.3046 -1054.8654 1.1072 9 9 2 0 0 0 1
4 5 161.9004 -27.3686 4.3784 0.7561 0.0376 0.5916 2.5728 0.2939 28.2371 8.6586 0.0583 0.3046 -1054.8654 1.1072 9 9 2 1 0 0 1
4 5 161.9004 -27.3686 10.3561 0.8912 -5.8684 0.3366 2.7526 0.1319 71.4540 9.8683 0.0583 0.3046 -1054.8654 1.1072 9 9 2 1 0 0 1
4 5 161.9004 -27.3686 0.6473 0.0169 27.1546 0.3497 8.7617 0.3652 14.2163 0.9783 0.0583 0.3046 -1054.8654 1.1072 9 9 2 0 0 0 1
4 5 161.9004 -27.3686 0.3382 0.0161 169.0963 0.5149 9.3630 0.5149 7.9371 0.8352 0.0583 0.3046 -1054.8654 1.1072 9 9 2 0 0 0 1
4 5 161.9004 -27.3686 4.3930 0.0679 -12.0292 0.1925 11.6273 0.0994 128.0354 3.0896 0.0583 0.3046 -1054.8654 1.1072 9 9 2 0 0 0 1
4 5 161.9004 -27.3686 1.7996 0.2914 -6.3297 0.0745 0.7243 0.0720 3.2673 0.9064 0.0583 0.3046 -1054.8654 1.1072 9 9 2 1 0 0 1
5 5 161.8108 -27.3686 1.9210 0.5033 -6.4034 0.0961 0.8031 0.0943 3.8671 1.5862 0.0605 0.5469 -857.5116 1.0643 12 8 8 1 0 0 2
5 5 161.8108 -27.3686 6.7240 0.4388 1.2565 0.0216 1.0094 0.0346 17.0135 1.7323 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 4.3418 0.5756 -15.7372 3.7126 7.7529 11.6792 84.3774 155.1456 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 0.6460 0.0166 25.1696 0.6405 10.3991 0.5945 16.8396 1.4199 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 6.7885 2.5240 -0.9033 2.1316 3.4488 1.3781 58.6854 53.9876 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 1.2211 5.2230 -24.0223 1.5941 3.3350 3.2595 10.2080 96.3133 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 9.3251 6.6001 -6.5409 1.0975 2.7844 0.5787 65.0843 69.1672 0.0605 0.5469 -857.5116 1.0643 12 8 8 1 0 0 2
5 5 161.8108 -27.3686 4.9237 1.0830 -4.1991 0.0480 1.0201 0.0939 12.5903 4.1825 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 0.6959 0.6270 7.9562 3.7333 3.6545 1.6445 6.3751 11.1972 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 0.4488 1.7863 -31.4836 1.8419 2.7367 2.0712 3.0788 23.8576 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 0.2229 0.8301 -37.7974 26.7725 6.3370 8.4384 3.5410 35.4581 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
5 5 161.8108 -27.3686 0.1049 0.0195 169.2335 1.4581 6.7987 1.4581 1.7872 0.7864 0.0605 0.5469 -857.5116 1.0643 12 8 8 0 0 0 2
6 5 161.7211 -27.3686 11.6728 0.0945 -5.3231 0.0535 2.9496 0.0385 86.3035 1.8343 0.0569 0.0157 -696.1147 1.6347 7 7 1 0 1 0 1
6 5 161.7211 -27.3686 7.5153 0.4721 1.2124 0.0158 0.9831 0.0293 18.5198 1.7492 0.0569 0.0157 -696.1147 1.6347 7 7 1 1 0 0 1
6 5 161.7211 -27.3686 1.2567 0.0484 -22.7484 0.1249 3.7007 0.1624 11.6576 0.9802 0.0569 0.0157 -696.1147 1.6347 7 7 1 0 0 0 1
6 5 161.7211 -27.3686 4.3733 0.0510 -11.9306 0.1837 11.7587 0.0958 128.9012 2.5673 0.0569 0.0157 -696.1147 1.6347 7 7 1 0 1 0 1
6 5 161.7211 -27.3686 0.5190 0.0156 27.6891 0.5369 10.4386 0.5478 13.5794 1.1412 0.0569 0.0157 -696.1147 1.6347 7 7 1 0 0 0 1
6 5 161.7211 -27.3686 3.7206 0.4946 1.2293 0.1258 2.0191 0.1231 18.8305 3.8037 0.0569 0.0157 -696.1147 1.6347 7 7 1 1 0 0 1
6 5 161.7211 -27.3686 1.1091 0.1145 -3.7916 0.0415 0.5720 0.1015 1.5903 0.4756 0.0569 0.0157 -696.1147 1.6347 7 7 1 0 0 0 1
7 5 161.6315 -27.3686 11.2925 0.0633 -5.0734 0.0233 3.2264 0.0321 91.3253 1.4258 0.0545 0.0286 -635.7818 2.2972 6 7 1 0 1 0 3
7 5 161.6315 -27.3686 8.3702 0.3418 1.1942 0.0141 1.0108 0.0216 21.2085 1.3366 0.0545 0.0286 -635.7818 2.2972 6 7 1 1 0 0 3
7 5 161.6315 -27.3686 1.3935 0.0569 -22.1768 0.1317 3.8742 0.1691 13.5323 1.1680 0.0545 0.0286 -635.7818 2.2972 6 7 1 0 0 0 3
7 5 161.6315 -27.3686 4.1417 0.0710 -12.1362 0.1970 11.8926 0.1085 123.4667 3.2615 0.0545 0.0286 -635.7818 2.2972 6 7 1 0 1 0 3
7 5 161.6315 -27.3686 0.4588 0.0153 27.5615 0.6152 10.3955 0.6197 11.9556 1.1355 0.0545 0.0286 -635.7818 2.2972 6 7 1 0 0 0 3
7 5 161.6315 -27.3686 2.5545 0.3491 1.8254 0.1537 1.9802 0.1000 12.6797 2.4608 0.0545 0.0286 -635.7818 2.2972 6 7 1 1 0 0 3
8 5 161.5419 -27.3686 4.5021 0.3617 -5.3025 0.0534 2.2466 0.1004 25.3527 3.2606 0.0518 0.1806 -703.5135 1.5962 7 7 0 1 1 0 0
8 5 161.5419 -27.3686 7.6636 0.1097 1.2522 0.0097 1.0685 0.0138 20.5265 0.5634 0.0518 0.1806 -703.5135 1.5962 7 7 0 0 0 0 0
8 5 161.5419 -27.3686 2.9646 0.2353 -20.6729 0.1362 5.0097 0.1778 37.2275 4.3806 0.0518 0.1806 -703.5135 1.5962 7 7 0 1 0 0 0
8 5 161.5419 -27.3686 8.8997 0.3993 -4.4897 0.0675 5.1622 0.1406 115.1598 8.4434 0.0518 0.1806 -703.5135 1.5962 7 7 0 1 1 0 0
8 5 161.5419 -27.3686 1.6514 0.3401 -16.1365 2.0949 13.0343 0.7718 53.9543 14.9661 0.0518 0.1806 -703.5135 1.5962 7 7 0 1 1 0 0
8 5 161.5419 -27.3686 0.5058 0.0387 20.8724 2.8261 14.7485 1.5983 18.6999 3.6123 0.0518 0.1806 -703.5135 1.5962 7 7 0 0 0 0 0
8 5 161.5419 -27.3686 0.4482 0.0675 -9.5340 0.1131 0.6988 0.1420 0.7850 0.3017 0.0518 0.1806 -703.5135 1.5962 7 7 0 0 0 0 0
9 5 161.4522 -27.3686 3.3769 0.1821 -5.1481 0.0457 1.8426 0.0715 15.5974 1.4789 0.0529 0.1000 -693.4071 1.7766 6 7 1 1 0 0 1
9 5 161.4522 -27.3686 5.4549 0.0846 1.2514 0.0147 1.0950 0.0185 14.9726 0.4886 0.0529 0.1000 -693.4071 1.7766 6 7 1 0 0 0 1
9 5 161.4522 -27.3686 3.4610 0.8286 -20.4147 0.4143 4.9840 0.3836 43.2388 14.4766 0.0529 0.1000 -693.4071 1.7766 6 7 1 1 0 0 1
9 5 161.4522 -27.3686 1.1343 0.7906 -21.8937 9.1336 11.3256 2.6513 32.2015 35.2364 0.0529 0.1000 -693.4071 1.7766 6 7 1 1 1 0 1
9 5 161.4522 -27.3686 10.6388 0.7672 -4.6796 0.1670 5.1227 0.1516 136.6092 14.1862 0.0529 0.1000 -693.4071 1.7766 6 7 1 1 1 0 1
9 5 161.4522 -27.3686 0.6284 0.0395 14.5832 2.3974 16.0275 1.3313 25.2459 3.8166 0.0529 0.1000 -693.4071 1.7766 6 7 1 0 0 0 1
10 5 161.3626 -27.3686 3.3463 0.1794 -5.0880 0.0400 1.6970 0.0674 14.2338 1.3587 0.0569 0.2862 -628.4677 1.3544 6 7 0 1 0 0 0
10 5 161.3626 -27.3686 4.1403 0.0910 1.2209 0.0214 1.1479 0.0274 11.9135 0.5522 0.0569 0.2862 -628.4677 1.3544 6 7 0 0 0 0 0
10 5 161.3626 -27.3686 9.7067 0.2926 -4.5426 0.0627 4.7531 0.0914 115.6480 5.7769 0.0569 0.2862 -628.4677 1.3544 6 7 0 1 0 0 0
10 5 161.3626 -27.3686 2.9045 0.2466 -20.8023 0.1428 4.7360 0.1995 34.4801 4.5029 0.0569 0.2862 -628.4677 1.3544 6 7 0 1 0 0 0
10 5 161.3626 -27.3686 0.5073 0.0311 22.8012 1.2193 9.7482 0.8404 12.3950 1.8947 0.0569 0.2862 -628.4677 1.3544 6 7 0 0 0 0 0
10 5 161.3626 -27.3686 2.2572 0.3375 -12.6780 0.7418 13.5465 0.6778 76.6442 15.8688 0.0569 0.2862 -628.4677 1.3544 6 7 0 1 0 0 0
11 5 161.2730 -27.3686 3.7787 0.2271 -5.0111 0.0454 1.6723 0.0683 15.8399 1.6380 0.0572 0.1817 -645.0294 1.2192 6 7 1 1 0 0 0
11 5 161.2730 -27.3686 3.3108 0.1167 1.1228 0.0344 1.2291 0.0417 10.2003 0.7178 0.0572 0.1817 -645.0294 1.2192 6 7 1 0 0 0 0
11 5 161.2730 -27.3686 2.3633 0.1900 -21.0767 0.1804 4.2235 0.2056 25.0203 3.3276 0.0572 0.1817 -645.0294 1.2192 6 7 1 0 0 0 0
11 5 161.2730 -27.3686 3.2739 0.3013 -12.3849 0.4669 11.9551 0.2869 98.1083 11.5988 0.0572 0.1817 -645.0294 1.2192 6 7 1 1 0 0 0
11 5 161.2730 -27.3686 8.8880 0.2840 -4.3536 0.0841 4.4949 0.1150 100.1417 5.8434 0.0572 0.1817 -645.0294 1.2192 6 7 1 1 0 0 0
11 5 161.2730 -27.3686 0.5350 0.0200 22.5353 0.9257 9.4997 0.7257 12.7398 1.4860 0.0572 0.1817 -645.0294 1.2192 6 7 1 0 0 0 0
12 5 161.1833 -27.3686 2.2585 0.0836 1.1022 0.0355 1.1335 0.0478 6.4168 0.5180 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 0 0 3
12 5 161.1833 -27.3686 1.8729 0.2051 -21.4884 0.1347 3.8200 0.1917 17.9341 2.9626 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 0 0 3
12 5 161.1833 -27.3686 3.1320 0.1355 -15.5783 1.2754 8.9064 0.7278 69.9221 8.9873 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 0 0 3
12 5 161.1833 -27.3686 10.1677 0.3703 -4.0638 0.0449 4.4138 0.0880 112.4915 6.4212 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 0 0 3
12 5 161.1833 -27.3686 3.5769 0.1012 -5.3474 0.0581 1.2526 0.0603 11.2309 0.8738 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 0 0 3
12 5 161.1833 -27.3686 0.8468 0.0522 0.7295 1.1027 22.2087 0.4821 47.1397 3.9904 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 1 1 3
12 5 161.1833 -27.3686 1.0056 0.1766 -3.5770 0.0572 0.5088 0.1113 1.2825 0.5551 0.0571 0.0036 -735.4652 1.3757 7 8 0 1 0 0 3
13 5 161.0937 -27.3686 1.4591 0.6275 -6.1617 0.0675 0.8652 0.1516 3.1644 2.1539 0.0544 0.0254 -683.3674 1.4266 8 8 0 1 0 0 0
13 5 161.0937 -27.3686 3.2891 1.1258 0.6467 0.1230 1.6574 0.1990 13.6644 6.8795 0.0544 0.0254 -683.3674 1.4266 8 8 0 0 0 0 0
13 5 161.0937 -27.3686 0.8752 1.0257 -19.1323 18.2193 13.2969 5.2800 29.1709 59.3442 0.0544 0.0254 -683.3674 1.4266 8 8 0 1 1 0 0
13 5 161.0937 -27.3686 10.0696 1.1756 -5.1953 0.5718 4.9143 0.2802 124.0397 22.3802 0.0544 0.0254 -683.3674 1.4266 8 8 0 1 0 0 0
13 5 161.0937 -27.3686 4.2619 0.8079 -20.2678 0.3779 5.0629 0.3132 54.0874 14.2338 0.0544 0.0254 -683.3674 1.4266 8 8 0 1 1 0 0
13 5 161.0937 -27.3686 0.3946 0.4151 7.4489 2.9801 3.1385 1.8620 3.1040 7.0442 0.0544 0.0254 -683.3674 1.4266 8 8 0 0 0 0 0
13 5 161.0937 -27.3686 5.2664 0.9829 -4.5123 0.1731 1.6259 0.1634 21.4631 6.5649 0.0544 0.0254 -683.3674 1.4266 8 8 0 1 0 0 0
13 5 161.0937 -27.3686 0.5463 0.1712 16.0879 7.4353 14.9361 2.9711 20.4542 11.7540 0.0544 0.0254 -683.3674 1.4266 8 8 0 0 0 0 0
14 5 161.0041 -27.3686 0.9288 0.1763 -6.1329 0.0613 0.5135 0.2841 1.1954 1.0141 0.0494 0.4293 -720.0963 1.2494 10 8 0 0 0 0 1
14 5 161.0041 -27.3686 7.6104 1.3706 0.1046 0.3568 2.2162 0.2271 42.2770 12.7257 0.0494 0.4293 -720.0963 1.2494 10 8 0 0 0 0 1
14 5 161.0041 -27.3686 4.6576 1.3800 -19.8482 0.6195 5.1118 0.5047 59.6807 25.3202 0.0494 0.4293 -720.0963 1.2494 10 8 0 1 1 0 1
14 5 161.0041 -27.3686 0.8941 2.9073 -13.5557 1.9478 1.7294 1.0244 3.8757 22.3635 0.0494 0.4293 -720.0963 1.2494 10 8 0 0 0 0 1
14 5 161.0041 -27.3686 6.1797 3.9806 -9.0245 2.4994 2.5822 2.7002 39.9994 94.5353 0.0494 0.4293 -720.0963 1.2494 10 8 0 0 0 0 1
14 5 161.0041 -27.3686 0.7765 1.1571 -21.7403 21.1383 11.6757 6.2825 22.7267 64.3160 0.0494 0.4293 -720.0963 1.2494 10 8 0 1 1 0 1
14 5 161.0041 -27.3686 0.3935 0.3119 5.6351 0.3480 1.2934 0.5086 1.2756 1.9104 0.0494 0.4293 -720.0963 1.2494 10 8 0 1 0 0 1
14 5 161.0041 -27.3686 0.4479 0.0318 21.8012 2.3839 11.4764 1.4471 12.8855 2.6549 0.0494 0.4293 -720.0963 1.2494 10 8 0 0 0 0 1
14 5 161.0041 -27.3686 13.9075 8.5477 -4.6896 0.7107 2.0772 0.4535 72.4146 70.0345 0.0494 0.4293 -720.0963 1.2494 10 8 0 0 0 0 1
14 5 161.0041 -27.3686 0.8973 0.6172 5.8894 4.7216 5.0975 2.3877 11.4652 16.9505 0.0494 0.4293 -720.0963 1.2494 10 8 0 1 0 0 1
15 5 160.9144 -27.3686 7.8252 0.3531 -4.5864 0.0385 1.9648 0.0482 38.5390 2.7272 0.0498 0.3628 -700.5853 1.4267 8 8 0 1 0 0 2
15 5 160.9144 -27.3686 0.6451 0.8360 -26.8811 4.2980 3.7160 1.5653 6.0090 13.5986 0.0498 0.3628 -700.5853 1.4267 8 8 0 1 0 0 2
15 5 160.9144 -27.3686 3.4329 0.1698 0.4123 0.0590 1.7399 0.0636 14.9719 1.3148 0.0498 0.3628 -700.5853 1.4267 8 8 0 0 0 0 2
15 5 160.9144 -27.3686 1.5727 0.3707 -8.2000 1.3955 15.7951 1.4493 62.2662 21.7362 0.0498 0.3628 -700.5853 1.4267 8 8 0 1 0 1 2
15 5 160.9144 -27.3686 4.0404 0.6069 -20.4873 0.7420 3.8401 0.3988 38.8920 10.4878 0.0498 0.3628 -700.5853 1.4267 8 8 0 1 0 0 2
15 5 160.9144 -27.3686 7.6800 0.3989 -6.0116 0.1903 5.2225 0.2127 100.5381 9.5299 0.0498 0.3628 -700.5853 1.4267 8 8 0 1 0 0 2
15 5 160.9144 -27.3686 1.0426 0.1017 -5.9609 0.0519 0.5584 0.0646 1.4592 0.3278 0.0498 0.3628 -700.5853 1.4267 8 8 0 1 0 0 2
15 5 160.9144 -27.3686 0.2609 0.0481 29.1141 1.4361 7.8161 1.0844 5.1117 1.7830 0.0498 0.3628 -700.5853 1.4267 8 8 0 0 0 0 2
16 5 160.8248 -27.3686 7.8815 0.3664 -4.5087 0.0374 2.0507 0.0513 40.5136 2.9441 0.0541 0.0413 -684.9902 1.5477 8 8 0 1 0 0 0
16 5 160.8248 -27.3686 3.5052 0.2206 -20.9920 0.1282 4.3038 0.1483 37.8136 3.7648 0.0541 0.0413 -684.9902 1.5477 8 8 0 1 0 0 0
16 5 160.8248 -27.3686 2.9020 0.1931 0.5966 0.0668 1.6787 0.0772 12.2112 1.4116 0.0541 0.0413 -684.9902 1.5477 8 8 0 0 1 0 0
16 5 160.8248 -27.3686 0.3693 0.0739 -19.5169 0.2029 1.2224 0.2671 1.1317 0.5233 0.0541 0.0413 -684.9902 1.5477 8 8 0 1 0 0 0
16 5 160.8248 -27.3686 7.3611 0.4348 -5.6194 0.1726 4.9352 0.1510 91.0628 8.3284 0.0541 0.0413 -684.9902 1.5477 8 8 0 1 1 0 0
16 5 160.8248 -27.3686 0.9542 0.1043 -5.9030 0.0605 0.5501 0.0634 1.3157 0.3121 0.0541 0.0413 -684.9902 1.5477 8 8 0 1 0 0 0
16 5 160.8248 -27.3686 2.2582 0.3423 -10.4133 0.7647 13.6707 0.8221 77.3827 17.0895 0.0541 0.0413 -684.9902 1.5477 8 8 0 1 1 0 0
16 5 160.8248 -27.3686 0.3365 0.0369 24.8938 2.1289 10.8227 1.3406 9.1285 2.2545 0.0541 0.0413 -684.9902 1.5477 8 8 0 0 0 0 0
17 5 160.7352 -27.3686 4.3123 0.9146 -5.0922 0.0384 1.5934 0.1089 17.2238 5.0792 0.0525 0.0104 -902.3529 1.5511 8 8 0 1 1 0 1
17 5 160.7352 -27.3686 0.4483 0.3174 -20.0078 0.4164 1.7139 0.5928 1.9261 2.5012 0.0525 0.0104 -902.3529 1.5511 8 8 0 1 0 0 1
17 5 160.7352 -27.3686 11.6996 1.2764 -4.0960 0.7138 4.1860 0.2553 122.7606 21.6959 0.0525 0.0104 -902.3529 1.5511 8 8 0 1 1 0 1
17 5 160.7352 -27.3686 4.2289 0.3874 -20.3870 0.6556 5.1775 0.2647 54.8822 8.0914 0.0525 0.0104 -902.3529 1.5511 8 8 0 1 0 0 1
17 5 160.7352 -27.3686 1.2291 0.0621 -4.8830 0.7508 18.5220 0.6044 57.0642 4.8390 0.0525 0.0104 -902.3529 1.5511 8 8 0 1 1 0 1
17 5 160.7352 -27.3686 1.5708 1.8635 -11.3382 1.8737 2.9432 1.6818 11.5886 28.2262 0.0525 0.0104 -902.3529 1.5511 8 8 0 0 0 0 1
17 5 160.7352 -27.3686 0.9596 0.1011 1.2849 0.0575 0.8235 0.0844 1.9809 0.4330 0.0525 0.0104 -902.3529 1.5511 8 8 0 0 0 0 1
17 5 160.7352 -27.3686 0.0843 0.0089 60.0166 10.9615 34.1071 8.9087 7.2053 2.8393 0.0525 0.0104 -902.3529 1.5511 8 8 0 0 0 0 1
18 5 160.6455 -27.3686 10.4287 0.1529 -4.1865 0.0362 4.1113 0.0643 107.4729 3.2810 0.0540 0.3652 -950.3181 1.3485 8 8 0 1 0 0 0
18 5 160.6455 -27.3686 2.5055 0.0919 -21.3986 0.0896 3.7954 0.1120 23.8367 1.6037 0.0540 0.3652 -950.3181 1.3485 8 8 0 0 1 0 0
18 5 160.6455 -27.3686 3.1417 0.2040 -13.3536 0.6481 9.6702 0.3634 76.1548 7.9933 0.0540 0.3652 -950.3181 1.3485 8 8 0 1 1 0 0
18 5 160.6455 -27.3686 2.7287 0.2245 -4.1915 0.1754 1.0622 0.1157 7.2650 1.4546 0.0540 0.3652 -950.3181 1.3485 8 8 0 1 0 0 0
18 5 160.6455 -27.3686 0.8576 0.0717 1.2061 0.0633 0.7987 0.0849 1.7169 0.3412 0.0540 0.3652 -950.3181 1.3485 8 8 0 0 0 0 0
18 5 160.6455 -27.3686 0.8958 0.1174 -1.5439 1.4788 19.1760 0.8316 43.0564 7.7525 0.0540 0.3652 -950.3181 1.3485 8 8 0 1 1 0 0
18 5 160.6455 -27.3686 0.0908 0.0101 71.9028 3.9237 22.1795 4.1494 5.0466 1.6074 0.0540 0.3652 -950.3181 1.3485 8 8 0 0 0 0 0
18 5 160.6455 -27.3686 2.3644 0.4134 -5.9976 0.1203 0.8000 0.0663 4.7415 1.2909 0.0540 0.3652 -950.3181 1.3485 8 8 0 0 0 0 0
19 5 160.5559 -27.3686 2.2503 0.3000 -3.8446 0.1747 0.9094 0.0961 5.1296 1.2983 0.0510 0.2357 -935.7954 1.1799 8 8 0 1 0 0 1
19 5 160.5559 -27.3686 4.0849 0.0767 -20.3700 0.0713 4.8762 0.0820 49.9284 1.7934 0.0510 0.2357 -935.7954 1.1799 8 8 0 0 0 0 1
19 5 160.5559 -27.3686 11.1928 0.1490 -4.4459 0.0857 4.2665 0.0595 119.7019 3.2840 0.0510 0.2357 -935.7954 1.1799 8 8 0 1 0 0 1
19 5 160.5559 -27.3686 1.6142 0.1016 -7.7608 0.3820 15.4622 0.5495 62.5636 6.3018 0.0510 0.2357 -935.7954 1.1799 8 8 0 1 0 0 1
19 5 160.5559 -27.3686 1.0087 0.1912 -11.8190 0.2978 2.1987 0.2921 5.5590 1.9323 0.0510 0.2357 -935.7954 1.1799 8 8 0 1 0 0 1
19 5 160.5559 -27.3686 3.0483 0.3169 -5.7638 0.1359 0.9585 0.0907 7.3235 1.5269 0.0510 0.2357 -935.7954 1.1799 8 8 0 1 0 0 1
19 5 160.5559 -27.3686 0.7338 0.0632 1.1920 0.0585 0.6576 0.0836 1.2095 0.2712 0.0510 0.2357 -935.7954 1.1799 8 8 0 0 0 0 1
19 5 160.5559 -27.3686 0.0908 0.0155 33.8553 12.8451 39.8128 6.8594 9.0573 3.3681 0.0510 0.2357 -935.7954 1.1799 8 8 0 0 0 1 1
20 5 160.4663 -27.3686 2.2634 0.5230 -3.8530 0.2255 0.9339 0.1023 5.2984 1.9385 0.0480 0.0000 -725.9656 1.1544 9 8 0 1 0 0 0
20 5 160.4663 -27.3686 3.9058 0.1406 -20.7769 0.1304 4.6619 0.1564 45.6419 3.2293 0.0480 0.0000 -725.9656 1.1544 9 8 0 0 0 0 0
20 5 160.4663 -27.3686 10.0544 0.6540 -4.1367 0.4257 4.1250 0.1757 103.9615 11.4778 0.0480 0.0000 -725.9656 1.1544 9 8 0 1 0 0 0
20 5 160.4663 -27.3686 1.8152 0.9114 -10.9257 1.0340 3.0208 0.5792 13.7448 10.8596 0.0480 0.0000 -725.9656 1.1544 9 8 0 1 0 0 0
20 5 160.4663 -27.3686 3.6958 0.5133 -5.6850 0.1728 1.0509 0.1028 9.7352 2.4366 0.0480 0.0000 -725.9656 1.1544 9 8 0 1 0 0 0
20 5 160.4663 -27.3686 0.5754 0.0689 1.1026 0.0713 0.6210 0.1072 0.8957 0.2803 0.0480 0.0000 -725.9656 1.1544 9 8 0 0 0 0 0
20 5 160.4663 -27.3686 1.8526 0.1618 -7.7196 0.6866 13.8094 0.4753 64.1279 7.9991 0.0480 0.0000 -725.9656 1.1544 9 8 0 1 0 0 0
20 5 160.4663 -27.3686 0.2271 0.0521 -31.9967 0.5713 2.5667 0.6179 1.4609 0.7672 0.0480 0.0000 -725.9656 1.1544 9 8 0 0 0 0 0
20 5 160.4663 -27.3686 0.1020 0.0153 25.1384 8.1738 39.3035 4.3611 10.0479 2.7905 0.0480 0.0000 -725.9656 1.1544 9 8 0 0 1 1 0
21 5 160.3766 -27.3686 4.4801 1.6416 -4.0321 1.0144 1.4295 0.7563 16.0528 17.4874 0.0467 0.0224 -795.8736 1.1396 9 8 0 1 0 0 1
21 5 160.3766 -27.3686 3.4482 0.1613 -21.0790 0.0780 4.6493 0.1008 40.1853 2.7918 0.0467 0.0224 -795.8736 1.1396 9 8 0 0 0 0 1
21 5 160.3766 -27.3686 1.1166 0.7094 -0.9630 0.2580 0.8381 0.3913 2.3458 3.2813 0.0467 0.0224 -795.8736 1.1396 9 8 0 0 0 0 1
21 5 160.3766 -27.3686 8.4058 0.2309 -5.1898 0.0629 4.8796 0.0856 102.8133 4.6761 0.0467 0.0224 -795.8736 1.1396 9 8 0 1 0 0 1
21 5 160.3766 -27.3686 2.9871 4.1192 -5.9149 0.3972 1.0199 0.2442 7.6362 14.8794 0.0467 0.0224 -795.8736 1.1396 9 8 0 1 0 0 1
21 5 160.3766 -27.3686 1.2758 0.3111 0.9167 0.3437 0.8685 0.1926 2.7777 1.4435 0.0467 0.0224 -795.8736 1.1396 9 8 0 0 0 0 1
21 5 160.3766 -27.3686 0.1593 0.0400 -31.9547 0.5162 2.0800 0.6066 0.8304 0.5119 0.0467 0.0224 -795.8736 1.1396 9 8 0 0 0 0 1
21 5 160.3766 -27.3686 2.0329 0.2324 -9.2176 0.5018 13.6055 0.5278 69.3281 10.9235 0.0467 0.0224 -795.8736 1.1396 9 8 0 1 0 0 1
